pathway	compound	inchikey
map04978	C00032	KABFMIBPWCXCRK-RGGAHWMASA-L
map04978	C00037	DHMQDGOQFOQNFH-UHFFFAOYSA-N
map04978	C00038	PTFCDOFLOPIGGS-UHFFFAOYSA-N
map04978	C00041	QNAYBMKLOCPYGJ-REOHCLBHSA-N
map04978	C00064	ZDXPYRJPNDTMRX-VKHMYHEASA-N
map04978	C00065	MTCFGRXMJLQNBG-REOHCLBHSA-N
map04978	C00070	RYGMFSIKBFXOCR-UHFFFAOYSA-N
map04978	C00073	FFEARJCKVFRZRR-BYPYZUCNSA-N
map04978	C00076	BHPQYMZQTOCNFJ-UHFFFAOYSA-N
map04978	C00078	QIVBCDIJIAJPQS-VIFPVBQESA-N
map04978	C00079	COLNVLDHVKWLRT-QMMMGPOBSA-N
map04978	C00080	GPRLSGONYQIRFK-UHFFFAOYSA-N
map04978	C00123	ROHFNLRQFUQHCH-YFKPBYRVSA-N
map04978	C00124	WQZGKKKJIJFFOK-SVZMEOIVSA-N
map04978	C00148	ONIBWKKTOPOVIA-BYPYZUCNSA-N
map04978	C00152	DCXYFEDJOCDNAF-REOHCLBHSA-N
map04978	C00183	KZSNJWFQEVHDMF-BYPYZUCNSA-N
map04978	C00188	AYFVYJQAPQTCCC-GBXIJSLDSA-N
map04978	C00238	NPYPAHLBTDXSSS-UHFFFAOYSA-N
map04978	C00288	BVKZGUZCCUSVTD-UHFFFAOYSA-M
map04978	C00305	JLVVSXFLKOJNIY-UHFFFAOYSA-N
map04978	C00407	AGPKZVBTJJNPAG-WHFBIAKZSA-N
map04978	C00698	VEXZGXHMUGYJMC-UHFFFAOYSA-M
map04978	C01330	FKNQFGJONOIPTF-UHFFFAOYSA-N
map04978	C01673	GMRQFYUYWCNGIN-NKMMMXOESA-N
map04978	C14818	CWYNVVGOOAEACU-UHFFFAOYSA-N
map04978	C14819	VTLYFUHAOXGGBS-UHFFFAOYSA-N
map04962	C00001	XLYOFNOQVPJJNP-UHFFFAOYSA-N
map04962	C00575	IVOMOUWHDPKRLL-KQYNXXCUSA-N
map04960	C00238	NPYPAHLBTDXSSS-UHFFFAOYSA-N
map04960	C00575	IVOMOUWHDPKRLL-KQYNXXCUSA-N
map04960	C00698	VEXZGXHMUGYJMC-UHFFFAOYSA-M
map04960	C00735	JYGXADMDTFJGBT-VWUMJDOOSA-N
map04960	C00762	MFYSYFVPBJMHGN-ZPOLXVRWSA-N
map04960	C01330	FKNQFGJONOIPTF-UHFFFAOYSA-N
map04960	C01780	PQSUYGKTWSAVDQ-ZVIOFETBSA-N
map04960	C05981	
map04961	C00076	BHPQYMZQTOCNFJ-UHFFFAOYSA-N
map04961	C00165	
map04961	C00238	NPYPAHLBTDXSSS-UHFFFAOYSA-N
map04961	C00575	IVOMOUWHDPKRLL-KQYNXXCUSA-N
map04961	C00951	VOXZDWNPVJITMN-ZBRFXRBCSA-N
map04961	C01245	MMWCIQZXVOZEGG-XJTPDSDZSA-N
map04961	C01330	FKNQFGJONOIPTF-UHFFFAOYSA-N
map04961	C01673	GMRQFYUYWCNGIN-NKMMMXOESA-N
map04964	C00001	XLYOFNOQVPJJNP-UHFFFAOYSA-N
map04964	C00011	CURLTUGMZLYLDI-UHFFFAOYSA-N
map04964	C00014	QGZKDVFQNNGYKY-UHFFFAOYSA-N
map04964	C00025	WHUUTDBJXJRKMK-VKHMYHEASA-N
map04964	C00026	KPGXRSRHYNQIFN-UHFFFAOYSA-N
map04964	C00036	KHPXUQMNIQBQEV-UHFFFAOYSA-N
map04964	C00064	ZDXPYRJPNDTMRX-VKHMYHEASA-N
map04964	C00074	DTBNBXWJWCWCIK-UHFFFAOYSA-N
map04964	C00080	GPRLSGONYQIRFK-UHFFFAOYSA-N
map04964	C00149	BJEPYKJPYRNKOW-REOHCLBHSA-N
map04964	C00238	NPYPAHLBTDXSSS-UHFFFAOYSA-N
map04964	C00267	WQZGKKKJIJFFOK-DVKNGEFBSA-N
map04964	C00288	BVKZGUZCCUSVTD-UHFFFAOYSA-M
map04964	C00698	VEXZGXHMUGYJMC-UHFFFAOYSA-M
map04964	C01330	FKNQFGJONOIPTF-UHFFFAOYSA-N
map04964	C01353	BVKZGUZCCUSVTD-UHFFFAOYSA-N
map04964	C01358	VHUUQVKOLVNVRT-UHFFFAOYSA-N
map04966	C00001	XLYOFNOQVPJJNP-UHFFFAOYSA-N
map04966	C00011	CURLTUGMZLYLDI-UHFFFAOYSA-N
map04966	C00014	QGZKDVFQNNGYKY-UHFFFAOYSA-N
map04966	C00080	GPRLSGONYQIRFK-UHFFFAOYSA-N
map04966	C00238	NPYPAHLBTDXSSS-UHFFFAOYSA-N
map04966	C00288	BVKZGUZCCUSVTD-UHFFFAOYSA-M
map04966	C00698	VEXZGXHMUGYJMC-UHFFFAOYSA-M
map04966	C01353	BVKZGUZCCUSVTD-UHFFFAOYSA-N
map04724	C00025	WHUUTDBJXJRKMK-VKHMYHEASA-N
map04724	C00064	ZDXPYRJPNDTMRX-VKHMYHEASA-N
map04724	C00076	BHPQYMZQTOCNFJ-UHFFFAOYSA-N
map04724	C00165	
map04724	C00238	NPYPAHLBTDXSSS-UHFFFAOYSA-N
map04724	C00575	IVOMOUWHDPKRLL-KQYNXXCUSA-N
map04724	C01245	MMWCIQZXVOZEGG-XJTPDSDZSA-N
map04724	C01330	FKNQFGJONOIPTF-UHFFFAOYSA-N
map04727	C00025	WHUUTDBJXJRKMK-VKHMYHEASA-N
map04727	C00026	KPGXRSRHYNQIFN-UHFFFAOYSA-N
map04727	C00042	KDYFGRWQOYBRFD-UHFFFAOYSA-N
map04727	C00064	ZDXPYRJPNDTMRX-VKHMYHEASA-N
map04727	C00076	BHPQYMZQTOCNFJ-UHFFFAOYSA-N
map04727	C00238	NPYPAHLBTDXSSS-UHFFFAOYSA-N
map04727	C00334	BTCSSZJGUNDROE-UHFFFAOYSA-N
map04727	C00575	IVOMOUWHDPKRLL-KQYNXXCUSA-N
map04727	C00698	VEXZGXHMUGYJMC-UHFFFAOYSA-M
map04725	C00010	RGJOEKWQDUBAIZ-IBOSZNHHSA-N
map04725	C00024	ZSLZBFCDCINBPY-ZSJPKINUSA-N
map04725	C00033	QTBSBXVTEAMEQO-UHFFFAOYSA-N
map04725	C00076	BHPQYMZQTOCNFJ-UHFFFAOYSA-N
map04725	C00114	OEYIOHPDSNJKLS-UHFFFAOYSA-N
map04725	C00165	
map04725	C00238	NPYPAHLBTDXSSS-UHFFFAOYSA-N
map04725	C00575	IVOMOUWHDPKRLL-KQYNXXCUSA-N
map04725	C01245	MMWCIQZXVOZEGG-XJTPDSDZSA-N
map04725	C01330	FKNQFGJONOIPTF-UHFFFAOYSA-N
map04725	C01996	OIPILFWXSMYKGL-UHFFFAOYSA-N
map04725	C04637	
map04728	C00076	BHPQYMZQTOCNFJ-UHFFFAOYSA-N
map04728	C00082	OUYCCCASQSFEME-QMMMGPOBSA-N
map04728	C00165	
map04728	C00238	NPYPAHLBTDXSSS-UHFFFAOYSA-N
map04728	C00355	WTDRDQBEARUVNC-LURJTMIESA-N
map04728	C00575	IVOMOUWHDPKRLL-KQYNXXCUSA-N
map04728	C01161	CFFZDZCDUFSOFZ-UHFFFAOYSA-N
map04728	C01245	MMWCIQZXVOZEGG-XJTPDSDZSA-N
map04728	C01330	FKNQFGJONOIPTF-UHFFFAOYSA-N
map04728	C03758	VYFYYTLLBUKUHU-UHFFFAOYSA-N
map04728	C05582	QRMZSPFSDQBLIX-UHFFFAOYSA-N
map04728	C05587	DIVQKHQLANKJQO-UHFFFAOYSA-N
map04726	C00076	BHPQYMZQTOCNFJ-UHFFFAOYSA-N
map04726	C00078	QIVBCDIJIAJPQS-VIFPVBQESA-N
map04726	C00165	
map04726	C00219	YZXBAPSDXZZRGB-DOFZRALJSA-N
map04726	C00238	NPYPAHLBTDXSSS-UHFFFAOYSA-N
map04726	C00427	YIBNHAJFJUQSRA-YNNPMVKQSA-N
map04726	C00575	IVOMOUWHDPKRLL-KQYNXXCUSA-N
map04726	C00584	XEYBRNLFEZDVAW-ARSRFYASSA-N
map04726	C00639	PXGPLTODNUVGFL-YNNPMVKQSA-N
map04726	C00643	LDCYZAJDBXYCGN-VIFPVBQESA-N
map04726	C00696	BHMBVRSPMRCCGG-OUTUXVNYSA-N
map04726	C00780	QZAYGJVTTNCVMB-UHFFFAOYSA-N
map04726	C00909	UFPQIRYSPUYQHK-WAQVJNLQSA-N
map04726	C01245	MMWCIQZXVOZEGG-XJTPDSDZSA-N
map04726	C01330	FKNQFGJONOIPTF-UHFFFAOYSA-N
map04726	C02165	VNYSSYRCGWBHLG-AMOLWHMGSA-N
map04726	C02166	GWNVDXQDILPJIG-NXOLIXFESA-N
map04726	C02198	DSNBHJFQCNUKMA-SCKDECHMSA-N
map04726	C04822	QQUFCXFFOZDXLA-GTYUHVKWSA-N
map04726	C05356	JNUUNUQHXIOFDA-JGKLHWIESA-N
map04726	C05635	DUUGKQCEGZLZNO-UHFFFAOYSA-N
map04726	C05953	MYHXHCUNDDAEOZ-FOSBLDSVSA-N
map04726	C05954	PRFXRIUZNKLRHM-HKVRTXJWSA-N
map04726	C05955	CMBOTAQMTNMTBD-KLASNZEFSA-N
map04726	C05956	SGUKUZOVHSFKPH-YNNPMVKQSA-N
map04726	C05957	UQOQENZZLBSFKO-POPPZSFYSA-N
map04726	C05963	XNRNNGPBEPRNAR-VTCRGFIFSA-N
map04726	C05964	KJYIVXDPWBUJBQ-UHHGALCXSA-N
map04726	C05965	ZIOZYRSDNLNNNJ-LQWMCKPYSA-N
map04726	C05966	BFWYTORDSFIVKP-VAEKSGALSA-N
map04726	C14768	VBQNSZQZRAGRIX-QNEBEIHSNA-N
map04726	C14769	DBWQSCSXHFNTMO-TYAUOURKNA-N
map04726	C14770	DXOYQVHGIODESM-KROJNAHFNA-N
map04726	C14771	JBSCUHKPLGKXKH-ILYOTBPNNA-N
map04726	C14772	GFNYAPAJUNPMGH-QNEBEIHSNA-N
map04726	C14773	DCJBINATHQHPKO-TYAUOURKNA-N
map04726	C14774	LRPPQRCHCPFBPE-KROJNAHFNA-N
map04726	C14775	SYAWGTIVOGUZMM-ILYOTBPNNA-N
map04726	C14812	ZIOZYRSDNLNNNJ-ZYBDYUKJSA-N
map04726	C14820	PCGWZQXAGFGRTQ-WXMXURGXSA-N
map04726	C14821	LIYCOTUUWOESJK-VBLHFSPLSA-N
map04726	C14823	QQUFCXFFOZDXLA-VYOQERLCSA-N
map04720	C00025	WHUUTDBJXJRKMK-VKHMYHEASA-N
map04720	C00076	BHPQYMZQTOCNFJ-UHFFFAOYSA-N
map04720	C00165	
map04720	C00305	JLVVSXFLKOJNIY-UHFFFAOYSA-N
map04720	C00575	IVOMOUWHDPKRLL-KQYNXXCUSA-N
map04720	C01245	MMWCIQZXVOZEGG-XJTPDSDZSA-N
map04720	C01330	FKNQFGJONOIPTF-UHFFFAOYSA-N
map04730	C00025	WHUUTDBJXJRKMK-VKHMYHEASA-N
map04730	C00076	BHPQYMZQTOCNFJ-UHFFFAOYSA-N
map04730	C00165	
map04730	C00219	YZXBAPSDXZZRGB-DOFZRALJSA-N
map04730	C00533	MWUXSHHQAYIFBG-UHFFFAOYSA-N
map04730	C00641	
map04730	C00942	ZOOGRGPOEVQQDX-UUOKFMHZSA-N
map04730	C01245	MMWCIQZXVOZEGG-XJTPDSDZSA-N
map04730	C01330	FKNQFGJONOIPTF-UHFFFAOYSA-N
map04723	C00025	WHUUTDBJXJRKMK-VKHMYHEASA-N
map04723	C00076	BHPQYMZQTOCNFJ-UHFFFAOYSA-N
map04723	C00116	PEDCQBHIVMGVHV-UHFFFAOYSA-N
map04723	C00157	
map04723	C00165	
map04723	C00189	HZAXFHJVJLSVMW-UHFFFAOYSA-N
map04723	C00219	YZXBAPSDXZZRGB-DOFZRALJSA-N
map04723	C00238	NPYPAHLBTDXSSS-UHFFFAOYSA-N
map04723	C00334	BTCSSZJGUNDROE-UHFFFAOYSA-N
map04723	C00350	
map04723	C00427	YIBNHAJFJUQSRA-YNNPMVKQSA-N
map04723	C00575	IVOMOUWHDPKRLL-KQYNXXCUSA-N
map04723	C00689	LABSPYBHMPDTEL-LIZSDCNHSA-N
map04723	C01245	MMWCIQZXVOZEGG-XJTPDSDZSA-N
map04723	C01330	FKNQFGJONOIPTF-UHFFFAOYSA-N
map04723	C11695	LGEQQWMQCRIYKG-DOFZRALJSA-N
map04723	C13856	RCRCTBLIHCHWDZ-DOFZRALJSA-N
map04723	C19912	
map04723	C19913	PZPHIQQEQWCEGG-DOFZRALJSA-M
map04721	C00002	ZKHQWZAMYRWXGA-KQYNXXCUSA-N
map04721	C00025	WHUUTDBJXJRKMK-VKHMYHEASA-N
map04721	C00037	DHMQDGOQFOQNFH-UHFFFAOYSA-N
map04721	C00076	BHPQYMZQTOCNFJ-UHFFFAOYSA-N
map04721	C00080	GPRLSGONYQIRFK-UHFFFAOYSA-N
map04721	C00334	BTCSSZJGUNDROE-UHFFFAOYSA-N
map04721	C00388	NTYJJOPFIAHURM-UHFFFAOYSA-N
map04721	C00547	SFLSHLFXELFNJZ-QMMMGPOBSA-N
map04721	C00780	QZAYGJVTTNCVMB-UHFFFAOYSA-N
map04721	C01996	OIPILFWXSMYKGL-UHFFFAOYSA-N
map04721	C03758	VYFYYTLLBUKUHU-UHFFFAOYSA-N
map04721	C16041	
map04722	C00076	BHPQYMZQTOCNFJ-UHFFFAOYSA-N
map04722	C00165	
map04722	C00195	
map04722	C01245	MMWCIQZXVOZEGG-XJTPDSDZSA-N
map04722	C05981	
map04744	C00076	BHPQYMZQTOCNFJ-UHFFFAOYSA-N
map04744	C00144	RQFCJASXJCIDSX-UUOKFMHZSA-N
map04744	C00238	NPYPAHLBTDXSSS-UHFFFAOYSA-N
map04744	C00305	JLVVSXFLKOJNIY-UHFFFAOYSA-N
map04744	C00376	NCYCYZXNIZJOKI-OVSJKPMPSA-N
map04744	C00942	ZOOGRGPOEVQQDX-UUOKFMHZSA-N
map04744	C01330	FKNQFGJONOIPTF-UHFFFAOYSA-N
map04744	C02110	NCYCYZXNIZJOKI-IOUUIBBYSA-N
map04745	C00076	BHPQYMZQTOCNFJ-UHFFFAOYSA-N
map04745	C00165	
map04745	C00219	YZXBAPSDXZZRGB-DOFZRALJSA-N
map04745	C01245	MMWCIQZXVOZEGG-XJTPDSDZSA-N
map04745	C01330	FKNQFGJONOIPTF-UHFFFAOYSA-N
map04745	C01530	QIQXTHQIDYTFRH-UHFFFAOYSA-N
map04745	C02112	
map04745	C18195	QPRQNCDEPWLQRO-NIKQCJNBSA-N
map04745	C18196	QPRQNCDEPWLQRO-ZCEAMUHZSA-N
map04745	C20428	QPRQNCDEPWLQRO-GQSKFBJNSA-N
map04745	C20429	QPRQNCDEPWLQRO-IRVDFSNZSA-N
map04740	C00020	UDMBCSSLTHHNCD-KQYNXXCUSA-N
map04740	C00076	BHPQYMZQTOCNFJ-UHFFFAOYSA-N
map04740	C00144	RQFCJASXJCIDSX-UUOKFMHZSA-N
map04740	C00238	NPYPAHLBTDXSSS-UHFFFAOYSA-N
map04740	C00575	IVOMOUWHDPKRLL-KQYNXXCUSA-N
map04740	C00698	VEXZGXHMUGYJMC-UHFFFAOYSA-M
map04740	C00942	ZOOGRGPOEVQQDX-UUOKFMHZSA-N
map04740	C01330	FKNQFGJONOIPTF-UHFFFAOYSA-N
map04742	C00002	ZKHQWZAMYRWXGA-KQYNXXCUSA-N
map04742	C00008	XTWYTFMLZFPYCI-KQYNXXCUSA-N
map04742	C00020	UDMBCSSLTHHNCD-KQYNXXCUSA-N
map04742	C00025	WHUUTDBJXJRKMK-VKHMYHEASA-N
map04742	C00031	WQZGKKKJIJFFOK-GASJEMHNSA-N
map04742	C00076	BHPQYMZQTOCNFJ-UHFFFAOYSA-N
map04742	C00080	GPRLSGONYQIRFK-UHFFFAOYSA-N
map04742	C00089	CZMRCDWAGMRECN-UGDNZRGBSA-N
map04742	C00095	RFSUNEUAIZKAJO-VRPWFDPXSA-N
map04742	C00130	GRSZFWQUAKGDAV-KQYNXXCUSA-N
map04742	C00133	QNAYBMKLOCPYGJ-UWTATZPHSA-N
map04742	C00144	RQFCJASXJCIDSX-UUOKFMHZSA-N
map04742	C00149	BJEPYKJPYRNKOW-REOHCLBHSA-N
map04742	C00158	KRKNYBCHXYNGOX-UHFFFAOYSA-N
map04742	C00208	GUBGYTABKSRVRQ-PICCSMPSSA-N
map04742	C00238	NPYPAHLBTDXSSS-UHFFFAOYSA-N
map04742	C00334	BTCSSZJGUNDROE-UHFFFAOYSA-N
map04742	C00547	SFLSHLFXELFNJZ-QMMMGPOBSA-N
map04742	C00575	IVOMOUWHDPKRLL-KQYNXXCUSA-N
map04742	C00740	MTCFGRXMJLQNBG-UWTATZPHSA-N
map04742	C00780	QZAYGJVTTNCVMB-UHFFFAOYSA-N
map04742	C01245	MMWCIQZXVOZEGG-XJTPDSDZSA-N
map04742	C01327	VEXZGXHMUGYJMC-UHFFFAOYSA-N
map04742	C01330	FKNQFGJONOIPTF-UHFFFAOYSA-N
map04742	C01451	NGFMICBWJRZIBI-UJPOAAIJSA-N
map04742	C01996	OIPILFWXSMYKGL-UHFFFAOYSA-N
map04742	C02265	COLNVLDHVKWLRT-MRVPVSSYSA-N
map04742	C06526	LOUPRKONTZGTKE-VOMFEXJBSA-N
map04742	C11045	IAOZJIPTCAWIRG-QWRGUYRKSA-N
map04742	C12283	CVHZOJJKTDOEJC-UHFFFAOYSA-N
map04742	C12284	WINXNKPZLFISPD-UHFFFAOYSA-M
map04742	C19378	UDIPTWFVPPPURJ-UHFFFAOYSA-M
map04750	C00002	ZKHQWZAMYRWXGA-KQYNXXCUSA-N
map04750	C00076	BHPQYMZQTOCNFJ-UHFFFAOYSA-N
map04750	C00080	GPRLSGONYQIRFK-UHFFFAOYSA-N
map04750	C00165	
map04750	C00219	YZXBAPSDXZZRGB-DOFZRALJSA-N
map04750	C00388	NTYJJOPFIAHURM-UHFFFAOYSA-N
map04750	C00400	NOOLISFMXDJSKH-KXUCPTDWSA-N
map04750	C00469	LFQSCWFLJHTTHZ-UHFFFAOYSA-N
map04750	C00575	IVOMOUWHDPKRLL-KQYNXXCUSA-N
map04750	C00584	XEYBRNLFEZDVAW-ARSRFYASSA-N
map04750	C00780	QZAYGJVTTNCVMB-UHFFFAOYSA-N
map04750	C00808	DSSYKIVIOFKYAU-XCBNKYQSSA-N
map04750	C00809	DSSYKIVIOFKYAU-OIBJUYFYSA-N
map04750	C00903	KJPRLNWUNMBNBZ-QPJJXVBHSA-N
map04750	C01245	MMWCIQZXVOZEGG-XJTPDSDZSA-N
map04750	C01330	FKNQFGJONOIPTF-UHFFFAOYSA-N
map04750	C02165	VNYSSYRCGWBHLG-AMOLWHMGSA-N
map04750	C04742	JSFATNQSLKRBCI-VAEKSGALSA-N
map04750	C04805	KGIJOOYOSFUGPC-JGKLHWIESA-N
map04750	C05965	ZIOZYRSDNLNNNJ-LQWMCKPYSA-N
map04750	C05966	BFWYTORDSFIVKP-VAEKSGALSA-N
map04750	C06254	
map04750	C06866	YKPUWZUDDOIDPM-SOFGYWHQSA-N
map04750	C07600	JDLKFOPOAOFWQN-UHFFFAOYNA-N
map04750	C09155	QGVLYPPODPLXMB-UBTYZVCOSA-N
map04750	C09179	OYWHJFQVSOUQSF-PKRQWDGKSA-N
map04750	C09844	WEEGYLXZBRQIMU-UHFFFAOYSA-N
map04750	C11695	LGEQQWMQCRIYKG-DOFZRALJSA-N
map04750	C12083	XGTCGDUVXWLURC-FZNBEQTOSA-N
map04750	C12271	MVVPIAAVGAWJNQ-DOFZRALJSA-N
map04750	C14768	VBQNSZQZRAGRIX-QNEBEIHSNA-N
map04750	C14769	DBWQSCSXHFNTMO-TYAUOURKNA-N
map04750	C19317	ZOJBYZNEUISWFT-UHFFFAOYSA-N
map04750	C20171	RCEFMOGVOYEGJN-UHFFFAOYSA-N
map04750	C20698	BLZVCIGGICSWIG-UHFFFAOYSA-N
map04320		
map04360	C00076	BHPQYMZQTOCNFJ-UHFFFAOYSA-N
map04361	C00076	BHPQYMZQTOCNFJ-UHFFFAOYSA-N
map04361	C00078	QIVBCDIJIAJPQS-VIFPVBQESA-N
map04361	C00165	
map04361	C00575	IVOMOUWHDPKRLL-KQYNXXCUSA-N
map04361	C00643	LDCYZAJDBXYCGN-VIFPVBQESA-N
map04361	C00780	QZAYGJVTTNCVMB-UHFFFAOYSA-N
map04361	C11695	LGEQQWMQCRIYKG-DOFZRALJSA-N
map04380	C00027	MHAJPDPJQMAIIY-UHFFFAOYSA-N
map04380	C00076	BHPQYMZQTOCNFJ-UHFFFAOYSA-N
map04380	C01245	MMWCIQZXVOZEGG-XJTPDSDZSA-N
map04211	C00003	BAWFJGJZGIEFAR-NNYOXOHSSA-O
map04211	C00020	UDMBCSSLTHHNCD-KQYNXXCUSA-N
map04211	C00076	BHPQYMZQTOCNFJ-UHFFFAOYSA-N
map04211	C00575	IVOMOUWHDPKRLL-KQYNXXCUSA-N
map04211	C03582	LUKBXSAWLPMMSZ-OWOJBTEDSA-N
map04211	C05981	
map04211	C07151	XZWYZXLIPXDOLR-UHFFFAOYSA-N
map04211	C07909	QFJCIRLUMZQUOT-HPLJOQBZSA-N
map04212	C00003	BAWFJGJZGIEFAR-NNYOXOHSSA-O
map04212	C00153	DFPAKSUCGFBDDF-UHFFFAOYSA-N
map04212	C00704	OUUQCZGPVNCOIJ-UHFFFAOYSA-M
map04212	C00712	ZQPPMHVWECSIRJ-KTKRTIGZSA-N
map04212	C03150	JLEBZPBDRKPWTD-TURQNECASA-O
map04212	C03582	LUKBXSAWLPMMSZ-OWOJBTEDSA-N
map04212	C05981	
map04212	C07909	QFJCIRLUMZQUOT-HPLJOQBZSA-N
map04212	C21076	PSXQJZDFWDKBIP-KMPPVSSLSA-N
map04212	C21077	SQTAVUCHOVVOFD-OBRBSRNPSA-N
map04213	C00575	IVOMOUWHDPKRLL-KQYNXXCUSA-N
map04213	C05981	
map04710	C00076	BHPQYMZQTOCNFJ-UHFFFAOYSA-N
map04710	C00575	IVOMOUWHDPKRLL-KQYNXXCUSA-N
map04713	C00025	WHUUTDBJXJRKMK-VKHMYHEASA-N
map04713	C00076	BHPQYMZQTOCNFJ-UHFFFAOYSA-N
map04713	C00165	
map04713	C00238	NPYPAHLBTDXSSS-UHFFFAOYSA-N
map04713	C00533	MWUXSHHQAYIFBG-UHFFFAOYSA-N
map04713	C00575	IVOMOUWHDPKRLL-KQYNXXCUSA-N
map04713	C00942	ZOOGRGPOEVQQDX-UUOKFMHZSA-N
map04713	C01330	FKNQFGJONOIPTF-UHFFFAOYSA-N
map04713	C01598	DRLFMBDRBRZALE-UHFFFAOYSA-N
map04711		
map04712		
map04714	C00002	ZKHQWZAMYRWXGA-KQYNXXCUSA-N
map04714	C00004	BOPGDPNILDQYTO-NNYOXOHSSA-N
map04714	C00008	XTWYTFMLZFPYCI-KQYNXXCUSA-N
map04714	C00010	RGJOEKWQDUBAIZ-IBOSZNHHSA-N
map04714	C00024	ZSLZBFCDCINBPY-ZSJPKINUSA-N
map04714	C00040	
map04714	C00080	GPRLSGONYQIRFK-UHFFFAOYSA-N
map04714	C00116	PEDCQBHIVMGVHV-UHFFFAOYSA-N
map04714	C00162	
map04714	C00165	
map04714	C00318	PHIQHXFUZVPYII-ZCFIWIBFSA-N
map04714	C00422	
map04714	C00547	SFLSHLFXELFNJZ-QMMMGPOBSA-N
map04714	C00575	IVOMOUWHDPKRLL-KQYNXXCUSA-N
map04714	C00745	SNICXCGAKADSCV-JTQLQIEISA-N
map04714	C00942	ZOOGRGPOEVQQDX-UUOKFMHZSA-N
map04714	C00951	VOXZDWNPVJITMN-ZBRFXRBCSA-N
map04714	C01352	YPZRHBJKEMOYQH-UYBVJOGSSA-N
map04714	C01885	
map04714	C02301	
map04714	C02465	AUYYCJSJGJYCDS-LBPRGKRZSA-N
map04714	C11695	LGEQQWMQCRIYKG-DOFZRALJSA-N
map04714	C13856	RCRCTBLIHCHWDZ-DOFZRALJSA-N
map04626	C00027	MHAJPDPJQMAIIY-UHFFFAOYSA-N
map04626	C00076	BHPQYMZQTOCNFJ-UHFFFAOYSA-N
map04626	C00533	MWUXSHHQAYIFBG-UHFFFAOYSA-N
map04626	C00704	OUUQCZGPVNCOIJ-UHFFFAOYSA-M
map04626	C16844	TUJKJAMUKRIRHC-UHFFFAOYSA-N
map05200	C00027	MHAJPDPJQMAIIY-UHFFFAOYSA-N
map05200	C00039	
map05200	C00076	BHPQYMZQTOCNFJ-UHFFFAOYSA-N
map05200	C00122	VZCYOOQTPOCHFL-OWOJBTEDSA-N
map05200	C00149	BJEPYKJPYRNKOW-REOHCLBHSA-N
map05200	C00165	
map05200	C00187	HVYWMOMLDIMFJA-DPAQBDIFSA-N
map05200	C00280	AEMFNILZOJDQLW-QAGGRKNESA-N
map05200	C00410	RJKFOVLPORLFTN-LEKSSAKUSA-N
map05200	C00416	
map05200	C00533	MWUXSHHQAYIFBG-UHFFFAOYSA-N
map05200	C00535	MUMGGOZAMZWBJJ-DYKIIFRCSA-N
map05200	C00575	IVOMOUWHDPKRLL-KQYNXXCUSA-N
map05200	C00584	XEYBRNLFEZDVAW-ARSRFYASSA-N
map05200	C00681	
map05200	C00704	OUUQCZGPVNCOIJ-UHFFFAOYSA-M
map05200	C00735	JYGXADMDTFJGBT-VWUMJDOOSA-N
map05200	C00762	MFYSYFVPBJMHGN-ZPOLXVRWSA-N
map05200	C00777	SHGAZHPCJJPHSC-YCNIQYBTSA-N
map05200	C00951	VOXZDWNPVJITMN-ZBRFXRBCSA-N
map05200	C01227	FMGSKLZLMKYGDP-USOAJAOKSA-N
map05200	C01245	MMWCIQZXVOZEGG-XJTPDSDZSA-N
map05200	C01471	HGINCPLSRVDWNT-UHFFFAOYSA-N
map05200	C03917	NVKAWKQGWWIWPM-ABEVXSGRSA-N
map05200	C05981	
map05200	C07653	MKXKFYHWDHIYRV-UHFFFAOYSA-N
map05200	C15493	SHGAZHPCJJPHSC-ZVCIMWCZSA-N
map05200	C16038	UQVKZNNCIHJZLS-UHFFFAOYSA-N
map05200	C16844	TUJKJAMUKRIRHC-UHFFFAOYSA-N
map05200	C21641	OUUQCZGPVNCOIJ-UHFFFAOYSA-N
map05200	C21642	JVJFIQYAHPMBBX-FNORWQNLNA-N
map05202		
map05206		
map05205	C00426	
map05205	C00573	
map05205	C00607	
map05205	C00925	
map05204	C00027	MHAJPDPJQMAIIY-UHFFFAOYSA-N
map05204	C03012	NXPPAOGUKPJVDI-UHFFFAOYSA-N
map05204	C03621	NRUZSSFWZUVQMS-UHFFFAOYSA-N
map05204	C03622	MYVLYOJYVMLSFA-UHFFFAOYSA-N
map05204	C06268	VYZAMTAEIAYCRO-UHFFFAOYSA-N
map05204	C06547	VGGSQFUCUMXWEO-UHFFFAOYSA-N
map05204	C06548	IAYPIBMASNFSPL-UHFFFAOYSA-N
map05204	C06752	WSLDOOZREJYCGB-UHFFFAOYSA-N
map05204	C06754	QSKPIOLLBIHNAC-UHFFFAOYSA-N
map05204	C06793	BZHJMEDXRYGGRV-UHFFFAOYSA-N
map05204	C06800	OQIQSTLJSLGHID-UHFFFAOYNA-N
map05204	C07122	SGDBTWWWUNNDEQ-LBPRGKRZSA-N
map05204	C07535	FMMWHPNWAFZXNH-UHFFFAOYSA-N
map05204	C07641	FOCVUCIESVLUNU-UHFFFAOYSA-N
map05204	C10998	DMVOXQPQNTYEKQ-UHFFFAOYSA-N
map05204	C14556	OBBBXCAFTKLFGZ-UHFFFAOYSA-N
map05204	C14704	UMFJAHHVKNCGLG-UHFFFAOYSA-N
