pathway	compound	inchikey
map00550	C04851	SULOOAFLXMQJSF-OGDYFQGPSA-N
map00550	C04877	QUHLBZKCGUXHGP-BHBBPGSKSA-N
map00550	C04882	IMWOXEZVYQDRDF-MCZXNMLPSA-N
map00550	C05892	WXBLSQNZKMJACT-BYEZXYKXSA-N
map00550	C05893	ULXTYUPMJXVUHQ-OVTFQNCVSA-N
map00550	C05894	CALJPWOWZPDIQK-PRHZHQPTSA-N
map00550	C05895	CXIOLGPNCLFPPI-SUNKJSOLSA-N
map00550	C05896	
map00550	C05897	PNWZQTONLRRPST-KLDRQJOASA-N
map00550	C05898	OXJNZXDFVLDLEI-MBCYCBSHSA-N
map00550	C17541	VCKYTGCICDTHCU-OQUIGZRYSA-N
map00550	C17542	IHRUXPZJMOQNMD-JUFGKSSKSA-N
map00550	C17549	UHVZHKZFXLAOQF-BMLJGQHCSA-N
map00550	C17550	MMGDIKBAHBHKDI-GCTRGLIYSA-N
map00550	C17556	UFPHFKCTOZIAFY-NTDVEAECSA-N
map00550	C17558	TXKJNHBRVLCYFX-NTDVEAECSA-N
map00550	C22053	OJZCATPXPWFLHF-AOSDSTFBSA-N
map00552	C00043	LFTYTUAZOPRMMI-CFRASDGPSA-N
map00552	C00114	OEYIOHPDSNJKLS-UHFFFAOYSA-N
map00552	C00133	QNAYBMKLOCPYGJ-UWTATZPHSA-N
map00552	C00307	RZZPDXZPRHQOCG-OJAKKHQRSA-N
map00552	C00344	
map00552	C00513	HHPOUCCVONEPRK-JBSYKWBFSA-N
map00552	C00588	YHHSONZFOIEMCP-UHFFFAOYSA-O
map00552	C00641	
map00552	C00789	DPJKHFICSGCNIR-HRENORGGSA-N
map00552	C04574	NTXGVHCCXVHYCL-NTDVEAECSA-N
map00552	C04613	XBILTLYIKDPORV-HZUXRPHDSA-N
map00552	C17556	UFPHFKCTOZIAFY-NTDVEAECSA-N
map00571	C01194	
map00571	C04150	IZYKMCBAFWNSLO-YOQBOTJHSA-N
map00572	C00569	
map00572	C02970	XBEJBEIXLWRYBT-DJNGBRKISA-N
map00572	C03319	ZOSQFDVXNQFKBY-CGAXJHMRSA-N
map00572	C05896	
map00572	C21904	DYGMDPIMNDADRB-CRMMBCDTSA-N
map00543		
map00730	C00003	BAWFJGJZGIEFAR-NNYOXOHSSA-O
map00730	C00018	NGVDGCNFYWLIFO-UHFFFAOYSA-N
map00730	C00022	LCTONWCANYUPML-UHFFFAOYSA-N
map00730	C00037	DHMQDGOQFOQNFH-UHFFFAOYSA-N
map00730	C00068	AYEKOFBPNLCAJY-UHFFFAOYSA-O
map00730	C00082	OUYCCCASQSFEME-QMMMGPOBSA-N
map00730	C00097	XUJNEKJLAYXESH-REOHCLBHSA-N
map00730	C00118	LXJXRIRHZLFYRP-VKHMYHEASA-N
map00730	C00378	JZRWCGZRTZMZEH-UHFFFAOYSA-N
map00730	C01081	HZSAJDVWZRBGIF-UHFFFAOYSA-O
map00730	C01279	VUTBELPREDJDDH-UHFFFAOYSA-N
map00730	C02892	QNGQHEBFAUOYHC-UHFFFAOYSA-O
map00730	C03028	IWLROWZYZPNOFC-UHFFFAOYSA-O
map00730	C03373	PDACUKOKVHBVHJ-XVFCMESISA-N
map00730	C04294	BKAWJIRCKVUVED-UHFFFAOYSA-N
map00730	C04327	OCYMERZCMYJQQO-UHFFFAOYSA-N
map00730	C04556	PKYFHKIYHBRTPI-UHFFFAOYSA-N
map00730	C04752	AGQJQCFEPUVXNK-UHFFFAOYSA-N
map00730	C05856	YLTKXCQXTWMOIT-UHFFFAOYSA-N
map00730	C11437	AJPADPZSRRUGHI-RFZPGFLSSA-N
map00730	C15809	TVMUHOAONWHJBV-UHFFFAOYSA-N
map00730	C15810	
map00730	C15811	
map00730	C15812	
map00730	C15813	
map00730	C15814	
map00730	C19872	PVWNFAGYFUUDRC-UHFFFAOYSA-N
map00730	C20246	PQMCQNOVNFNPFJ-HYIMLASBSA-N
map00730	C20247	XWECMAHAKFWYNV-UHFFFAOYSA-N
map00730	C20267	OZOHTVFCSKFMLL-UHFFFAOYSA-N
map00730	C20784	VGXBGQACJQRWLV-LKGUXBDMSA-N
map00740	C00016	VWWQXMAJTJZDQX-UYBVJOGSSA-N
map00740	C00044	XKMLYUALXHKNFT-UUOKFMHZSA-N
map00740	C00061	FVTCRASFADXXNN-SCRDCRAPSA-N
map00740	C00199	FNZLKVNUWIIPSJ-UHNVWZDZSA-N
map00740	C00235	CBIDRCWHNCKSTO-UHFFFAOYSA-N
map00740	C00255	AUNGANRZJHBGPY-SCRDCRAPSA-N
map00740	C00474	HEBKCHPVOIAQTA-ZXFHETKHSA-N
map00740	C01007	SGSVWAYHEWEQET-SCRDCRAPSA-N
map00740	C01268	LZEXYCAGPMYXLX-UMMCILCDSA-N
map00740	C01304	OCLCLRXKNJCOJD-UMMCILCDSA-N
map00740	C01352	YPZRHBJKEMOYQH-UYBVJOGSSA-N
map00740	C01390	ASUAYTHWZCLXAN-UHFFFAOYSA-N
map00740	C01727	ZJTJUVIJVLLGSP-UHFFFAOYSA-N
map00740	C01847	YTNIXZGTHTVJBW-SCRDCRAPSA-N
map00740	C03114	LJUQGASMPRMWIW-UHFFFAOYSA-N
map00740	C04332	SXDXRJZUAJBNFL-XKSSXDPKSA-N
map00740	C04454	RQRINYISXYAZKL-RPDRRWSUSA-N
map00740	C04732	XKQZIXVJVUPORE-RPDRRWSUSA-N
map00740	C05995	COXMGTTXHPRZBO-BBVRLYRLSA-N
map00740	C15556	OKYHYXLCTGGOLM-UHFFFAOYNA-N
map00740	C15563	VKMYTDDVUBGBDH-UUOKFMHZSA-N
map00740	C18910	ACIVVGBVOVHFPQ-RPDRRWSUSA-N
map00740	C21214	MQCJHQBRIPSIKA-UHFFFAOYSA-N
map00740	C21215	GLNFBGKHGHVPRL-IYOUNJFTSA-N
map00750	C00018	NGVDGCNFYWLIFO-UHFFFAOYSA-N
map00750	C00064	ZDXPYRJPNDTMRX-VKHMYHEASA-N
map00750	C00117	KTVPXOYAKDPRHY-SOOFDHNKSA-N
map00750	C00118	LXJXRIRHZLFYRP-VKHMYHEASA-N
map00750	C00232	UIUJIQZEACWQSV-UHFFFAOYSA-N
map00750	C00250	RADKZDMFGJYCBB-UHFFFAOYSA-N
map00750	C00266	WGCNASOHLSPBMP-UHFFFAOYSA-N
map00750	C00279	NGHMDNPXVRFFGS-IUYQGCFVSA-N
map00750	C00314	LXNHXLLTXMVWPM-UHFFFAOYSA-N
map00750	C00534	NHZMQXZHNVQTQA-UHFFFAOYSA-N
map00750	C00627	WHOMFKWHIQZTHY-UHFFFAOYSA-N
map00750	C00647	ZMJGSOSNSPKHNH-UHFFFAOYSA-N
map00750	C00847	HXACOUQIXZGNBF-UHFFFAOYSA-N
map00750	C00971	HHPDVQLBYQFYFA-UHFFFAOYSA-N
map00750	C01215	CPBSBMPDIRRVGP-HYXAFXHYSA-N
map00750	C01270	NYEFWJFPBFRRKU-UHFFFAOYSA-N
map00750	C03393	ZCZXOHUILRHRQJ-PWNYCUMCSA-N
map00750	C04106	QZXWGGGNYORFOK-UHFFFAOYNA-N
map00750	C04604	LVJJEIJOKPHQOU-UHFFFAOYSA-N
map00750	C04690	BHXUWJPOOLFBAP-DJWKRKHSNA-N
map00750	C04773	VJZTVPVXKYQRJZ-UHFFFAOYSA-N
map00750	C06050	JTWNWNJMNSJYDL-UHFFFAOYSA-N
map00750	C06051	GNKXHPULSPWUAK-UHFFFAOYSA-N
map00750	C06052	PPAXBSPBIWBREI-UHFFFAOYSA-N
map00750	C06054	MZJFVXDTNBHTKZ-UWTATZPHSA-N
map00750	C06055	FKHAKIJOKDGEII-GBXIJSLDSA-N
map00750	C06056	JBNUARFQOCGDRK-GBXIJSLDSA-N
map00750	C07335	LMKSRFWSQAKTOE-VKHMYHEASA-N
map00750	C11638	HIQNVODXENYOFK-UHFFFAOYSA-N
map00760	C00003	BAWFJGJZGIEFAR-NNYOXOHSSA-O
map00760	C00006	XJLXINKUBYWONI-NNYOXOHSSA-O
map00760	C00022	LCTONWCANYUPML-UHFFFAOYSA-N
map00760	C00042	KDYFGRWQOYBRFD-UHFFFAOYSA-N
map00760	C00049	CKLJMWTZIZZHCS-REOHCLBHSA-N
map00760	C00111	GNGACRATGGDKBX-UHFFFAOYSA-N
map00760	C00122	VZCYOOQTPOCHFL-OWOJBTEDSA-N
map00760	C00153	DFPAKSUCGFBDDF-UHFFFAOYSA-N
map00760	C00163	XBDQKXXYIPTUBI-UHFFFAOYSA-N
map00760	C00232	UIUJIQZEACWQSV-UHFFFAOYSA-N
map00760	C00253	PVNIIMVLHYAWGP-UHFFFAOYSA-N
map00760	C00334	BTCSSZJGUNDROE-UHFFFAOYSA-N
map00760	C00455	DAYLJWODMCOQEW-TURQNECASA-N
map00760	C00745	SNICXCGAKADSCV-JTQLQIEISA-N
map00760	C00857	SENPVEZBRZQVST-HISDBWNOSA-O
map00760	C00922	CGBYBGVMDAPUIH-ARJAWSKDSA-N
map00760	C01020	BLHCMGRVFXRYRN-UHFFFAOYSA-N
map00760	C01056	ATRCOGLZUCICIV-VIFPVBQESA-N
map00760	C01059	CHGPEDOMXOLANF-UHFFFAOYSA-N
map00760	C01185	JOUIQRNQJGXQDC-ZYUZMQFOSA-O
map00760	C01297	UMLOUOBDBGOHHR-UHFFFAOYSA-N
map00760	C01384	VZCYOOQTPOCHFL-UPHRSURJSA-N
map00760	C01596	FSQQTNAZHBEJLS-UPHRSURJSA-N
map00760	C02295	IZFHMLDRUVYBGK-UHFFFAOYNA-N
map00760	C02918	LDHMAVIPBRSVRG-UHFFFAOYSA-O
map00760	C02930	CWNNYYIZGGDCHS-UHFFFAOYSA-N
map00760	C03043	ATRCOGLZUCICIV-SECBINFHSA-N
map00760	C03056	WLFXSECCHULRRO-UHFFFAOYSA-N
map00760	C03150	JLEBZPBDRKPWTD-TURQNECASA-O
map00760	C03458	YXJHZIOEJRCYHK-UHFFFAOYSA-N
map00760	C03652	WTIIULQJLZEHGZ-AWFVSMACSA-N
map00760	C03722	GJAWHXHKYYXBSV-UHFFFAOYSA-N
map00760	C04226	SDKCWSUZEUBWLP-UHFFFAOYSA-N
map00760	C05380	ZBSGKPYXQINNGF-UHFFFAOYSA-N
map00760	C05840	NMUOATVLLQEYHI-UHFFFAOYSA-N
map00760	C05841	PUEDDPCUCPRQNY-ZYUZMQFOSA-O
map00760	C05842	JLQSXXWTCJPCBC-UHFFFAOYSA-N
map00760	C05843	KTLRWTOPTKGYQY-UHFFFAOYSA-N
map00760	C06178	FDWZAOGDOVQOLD-UHFFFAOYSA-N
map00760	C15523	IGCZQNUHGOYVJI-UHFFFAOYSA-N
map00760	C15986	JJJLAXLRPLCXNT-UHFFFAOYSA-N
map00760	C15987	AOKCDAVWJLOAHG-UHFFFAOYSA-N
map00760	C16151	HYVACOFBTBHJLM-UHFFFAOYSA-N
map00760	C16152	JUTQRXXDIORLET-ONEGZZNKSA-N
map00760	C16159	NMUKFRCHLYPKSR-UHFFFAOYNA-N
map00760	C16386	SNICXCGAKADSCV-SNVBAGLBSA-N
map00760	C16390	XPQIPNORJZZYPV-BYPYZUCNSA-N
map00760	C18232	HSKSAKBZUITULZ-UPHRSURJSA-N
map00760	C19567	CFONOJVUTZAMCB-UHFFFAOYSA-N
map00760	C19569	JGSUNMCABQUBOY-UHFFFAOYSA-N
map00760	C19631	OMAJIMAYOJBLJF-UHFFFAOYSA-N
map00760	C20361	SGDIDUFQYHRMPR-UHFFFAOYSA-N
map00760	C20381	NBIHFUSWKJIAKM-UHFFFAOYSA-N
map00760	C21075	LWGKCPAYDQWMMS-UHFFFAOYSA-N
map00760	C21154	TVKHGXPZBZKXFM-UHFFFAOYSA-N
map00770	C00010	RGJOEKWQDUBAIZ-IBOSZNHHSA-N
map00770	C00022	LCTONWCANYUPML-UHFFFAOYSA-N
map00770	C00049	CKLJMWTZIZZHCS-REOHCLBHSA-N
map00770	C00054	WHTCPDAXWFLDIH-KQYNXXCUSA-N
map00770	C00097	XUJNEKJLAYXESH-REOHCLBHSA-N
map00770	C00099	UCMIRNVEIXFBKS-UHFFFAOYSA-N
map00770	C00106	ISAKRJDGNUQOIC-UHFFFAOYSA-N
map00770	C00141	QHKABHOOEWYVLI-UHFFFAOYSA-N
map00770	C00183	KZSNJWFQEVHDMF-BYPYZUCNSA-N
map00770	C00229	
map00770	C00429	OIVLITBTBDPEFK-UHFFFAOYSA-N
map00770	C00522	OTOIIPJYVQJATP-BYPYZUCNSA-N
map00770	C00750	PFNFFQXMRSDOHW-UHFFFAOYSA-N
map00770	C00831	ZNXZGRMVNNHPCA-VIFPVBQESA-N
map00770	C00864	GHOKWGTUZJEAQD-ZETCQYMHSA-N
map00770	C00882	KDTSHFARGAKYJN-IBOSZNHHSA-N
map00770	C00966	PKVVTUWHANFMQC-UHFFFAOYSA-N
map00770	C01053	HVMPYIKTQSOMHA-BYPYZUCNSA-N
map00770	C01088	KSAIICDEQGEQBK-VKHMYHEASA-N
map00770	C01134	JDMUPRLRUUMCTL-VIFPVBQESA-N
map00770	C02642	JSJWCHRYRHKBBW-UHFFFAOYSA-N
map00770	C03492	XHFVGHPGDLDEQO-ZETCQYMHSA-N
map00770	C03688	
map00770	C04079	QSYCTARXWYLMOF-CBAPKCEASA-N
map00770	C04272	JTEYKUFKXGDTEU-VKHMYHEASA-N
map00770	C04352	XQYALQVLCNHCFT-CBAPKCEASA-N
map00770	C05665	PCXDJQZLDDHMGX-UHFFFAOYSA-N
map00770	C05944	SNPLKNRPJHDVJA-ZETCQYMHSA-N
map00770	C06010	NMDWGEGFJUBKLB-YFKPBYRVSA-N
map00770	C18911	SVZWVVFMSSSVKX-BYPYZUCNSA-N
map00780	C00047	KDXKERNSBIXSRK-YFKPBYRVSA-N
map00780	C00086	XSQUKJJJFZCRTK-UHFFFAOYSA-N
map00780	C00120	YBJHBAHKTGYVGT-ZKWXMUAHSA-N
map00780	C01037	KCEGBPIYGIWCDH-UHFFFAOYNA-N
map00780	C01063	LYCRXMTYUZDUGA-UYRKPTJQSA-N
map00780	C01092	GUAHPAJOXVYFON-UHFFFAOYNA-N
map00780	C01209	
map00780	C01894	WNMONPKUDXWVKE-AJQVAGRLSA-N
map00780	C01909	AUTOLBMXDDTRRT-UHFFFAOYNA-N
map00780	C02656	WLJVNTCWHIRURA-UHFFFAOYSA-N
map00780	C05552	BAQMYDQNMFBZNA-ATWGWHJKSA-N
map00780	C05921	UTQCSTJVMLODHM-RHCAYAJFSA-N
map00780	C06250	
map00780	C19673	
map00780	C19845	
map00780	C19846	
map00780	C20372	
map00780	C20373	
map00780	C20374	
map00780	C20375	
map00780	C20376	
map00780	C20377	
map00780	C20378	
map00780	C20384	QDFGCLSCEPNVQP-VPLCAKHXSA-N
map00780	C20385	ZYTPHRLFUPVWJX-YVZJFKFKSA-N
map00780	C20386	KCSKCIQYNAOBNQ-YBSFLMRUSA-N
map00780	C20387	QPFQYMONYBAUCY-ZKWXMUAHSA-N
map00780	C20683	
map00780	C22458	OQNJZSIPDMTUAJ-UHFFFAOYNA-N
map00785	C00011	CURLTUGMZLYLDI-UHFFFAOYSA-N
map00785	C00014	QGZKDVFQNNGYKY-UHFFFAOYSA-N
map00785	C00022	LCTONWCANYUPML-UHFFFAOYSA-N
map00785	C00024	ZSLZBFCDCINBPY-ZSJPKINUSA-N
map00785	C00026	KPGXRSRHYNQIFN-UHFFFAOYSA-N
map00785	C00037	DHMQDGOQFOQNFH-UHFFFAOYSA-N
map00785	C00068	AYEKOFBPNLCAJY-UHFFFAOYSA-O
map00785	C00091	VNOYUJKHFWYWIR-ITIYDSSPSA-N
map00785	C00101	MSTNYGQPCMXVAQ-RYUDHWBXSA-N
map00785	C00141	QHKABHOOEWYVLI-UHFFFAOYSA-N
map00785	C00143	QYNUQALWYRSVHF-PZORYLMUSA-N
map00785	C00233	BKAJNAXTPSGJCU-UHFFFAOYSA-N
map00785	C00322	FGSBNBBHOZHUBO-UHFFFAOYSA-N
map00785	C00527	SYKWLIJQEHRDNH-CKRMAKSASA-N
map00785	C00630	AEWHYWSPVRZHCT-NDZSKPAWSA-N
map00785	C00671	JVQYSWDUAOAHFM-BYPYZUCNSA-N
map00785	C01242	
map00785	C01944	KQMZYOXOBSXMII-CECATXLMSA-N
map00785	C02051	
map00785	C02147	IZFHEQBZOYJLPK-SSDOTTSWSA-N
map00785	C02939	UYVZIWWBJMYRCD-ZMHDXICWSA-N
map00785	C02972	
map00785	C05125	RRUVJGASJONMDY-UHFFFAOYNA-O
map00785	C05381	ZWUKRGPVMMTMAF-UHFFFAOYNA-O
map00785	C05752	
map00785	C06157	
map00785	C06423	WWZKQHOCKIZLMA-UHFFFAOYSA-N
map00785	C15972	
map00785	C15973	
map00785	C15974	OZAWOYZVNPQFFO-UHFFFAOYNA-O
map00785	C15975	
map00785	C15976	SSYCSHKTIOHFEZ-UHFFFAOYNA-O
map00785	C15977	
map00785	C15978	CUBSXOWPMAOFDG-MYHCZTBNSA-O
map00785	C15979	
map00785	C15980	LYNVNYDEQMMNMZ-JRQZLUQRSA-N
map00785	C16238	QWEGOCJRZOKSOE-ADUAKINBSA-N
map00785	C16241	AGBQKNBQESQNJD-SSDOTTSWSA-N
map00785	C16254	
map00785	C16255	
map00785	C22159	
map00785	C22160	
map00785	C22161	OIIRLKOJPFNMMA-ADUAKINBSA-N
map00785	C22667	WMOBQHPEAJZBCW-UHFFFAOYNA-O
map00790	C00044	XKMLYUALXHKNFT-UUOKFMHZSA-N
map00790	C00101	MSTNYGQPCMXVAQ-RYUDHWBXSA-N
map00790	C00119	PQGCEDQWHSBAJP-TXICZTDVSA-N
map00790	C00156	FJKROLUGYXJWQN-UHFFFAOYSA-N
map00790	C00251	WTFXTQVDAKGDEY-HTQZYQBOSA-N
map00790	C00266	WGCNASOHLSPBMP-UHFFFAOYSA-N
map00790	C00268	ZHQJVZLJDXWFFX-RPDRRWSUSA-N
map00790	C00272	FNKQXYHWGSIFBK-RPDRRWSUSA-N
map00790	C00415	OZRNSSUDZOLUSN-LBPRGKRZSA-N
map00790	C00504	OVBPIULPVIDEAO-LBPRGKRZSA-N
map00790	C00568	ALYNCZNDIQEVRV-UHFFFAOYSA-N
map00790	C00835	VPVOXUSPXFPWBN-VKHMYHEASA-N
map00790	C00921	WBFYVDCHGVNRBH-UHFFFAOYSA-N
map00790	C01217	SCBIBGUJSMHIAI-LHIIQLEZSA-N
map00790	C01300	CQQNNQTXUGLUEV-UHFFFAOYSA-N
map00790	C01304	OCLCLRXKNJCOJD-UMMCILCDSA-N
map00790	C02587	XEAAIJWYCBLWNK-UHFFFAOYSA-N
map00790	C02953	FEMXZDUTFRTWPE-DZSWIPIPSA-N
map00790	C03541	RXWVHRYZTWZATH-XSLAGTTESA-N
map00790	C03684	WBJZXBUVECZHCE-UHFFFAOYNA-N
map00790	C04244	HKCYZTKHPLJZDR-UHFFFAOYNA-N
map00790	C04807	FCQGJGLSOWZZON-UHFFFAOYSA-N
map00790	C04874	YQIFAMYNGGOTFB-XINAWCOVSA-N
map00790	C04895	DGGUVLXVLHAAGT-XINAWCOVSA-N
map00790	C05922	NDXMRXXKCCKQQV-UUOKFMHZSA-N
map00790	C05923	CRXOALRUOMUPMC-UMMCILCDSA-N
map00790	C05924	HPEUEJRPDGMIMY-IFQPEPLCSA-N
map00790	C05925	PLSQMGZYOGSOCE-XINAWCOVSA-N
map00790	C05926	BMQYVXCPAOLZOK-XINAWCOVSA-N
map00790	C05927	WTMBWYHMZCVPRJ-WJBIZLLUSA-N
map00790	C06148	ZJYBJXKSWQPKFW-UHFFFAOYNA-N
map00790	C06313	LHQIJBMDNUYRAM-UHFFFAOYNA-N
map00790	C09332	ZAOGJXDWOQXFBW-KKUMJFAQSA-N
map00790	C11355	OIUJHGOLFKDBSU-HTQZYQBOSA-N
map00790	C15522	KJKIEFUPAPPGBC-XXKOCQOQSA-N
map00790	C15996	FMKSMYDYKXQYRV-UHFFFAOYSA-N
map00790	C16675	MEYMBLGOKYDGLZ-UHFFFAOYSA-N
map00790	C18237	HDAJUGGARUFROU-JSUDGWJLSA-L
map00790	C18239	CZAKJJUNKNPTTO-AJFJRRQVSA-N
map00790	C18802	DOMRFGVDYQUXCH-HXBMNFMZSA-N
map00790	C19848	XJXFAXLUOKQPAQ-YPRLVJTJSA-N
map00790	C19871	RQPREYSMTBNTJA-JNXJJIQFSA-L
map00790	C20239	QSIYONWVWDSRRO-UHFFFAOYNA-N
map00790	C20248	XIUIRSLBMMTDSK-UHFFFAOYSA-N
map00790	C20264	FNKQXYHWGSIFBK-QERKPNDOSA-N
map00790	C20559	UKBUHWIOGWAJEO-DBIOUOCHSA-N
map00790	C20562	VNLUYZYZRAWLHI-NGFQHRJXSA-N
map00790	C20566	FBQANDYMCCZFCT-XINAWCOVSA-N
map00790	C20567	QXDMVWOCXHMTPE-XINAWCOVSA-N
map00790	C21007	XHIXPVCTDRNTTC-YQVKZWHSSA-N
map00790	C21008	YQIFAMYNGGOTFB-NJGYIYPDSA-N
map00790	C21065	JLRDKNBQJOODBP-UHFFFAOYSA-N
map00790	C21094	DGGUVLXVLHAAGT-NJGYIYPDSA-N
map00790	C21107	PXLPZQRJCCAXJV-DBIOUOCHSA-N
map00790	C21310	HRBCPXBJAWPPIC-FLISOKMQSA-N
map00790	C21485	KGCKMLSJAXDKBP-RRNIHQQDSA-L
map00790	C21486	QNGJROMMAHOOFQ-JSUDGWJLSA-L
map00790	C21640	PSNIIJBQEZDDMR-RZKHNPSRSA-N
map00670	C00101	MSTNYGQPCMXVAQ-RYUDHWBXSA-N
map00670	C00143	QYNUQALWYRSVHF-PZORYLMUSA-N
map00670	C00234	AUFGTPPARQZWDO-YPMHNXCESA-N
map00670	C00415	OZRNSSUDZOLUSN-LBPRGKRZSA-N
map00670	C00440	ZNOVTXRBGFNYRX-STQMWFEESA-N
map00670	C00445	MEANFMOQMXYMCT-ABLWVSNPSA-O
map00670	C00504	OVBPIULPVIDEAO-LBPRGKRZSA-N
map00670	C00664	YCWUVLPMLLBDCU-STQMWFEESA-N
map00670	C03479	VVIAGPKUTFNRDU-STQMWFEESA-N
map00830	C00376	NCYCYZXNIZJOKI-OVSJKPMPSA-N
map00830	C00473	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
map00830	C00777	SHGAZHPCJJPHSC-YCNIQYBTSA-N
map00830	C00778	
map00830	C00899	FPIPGXGPPPQFEQ-IOUUIBBYSA-N
map00830	C02075	
map00830	C02094	OENHQHLEOONYIE-JLTXGRSLSA-N
map00830	C02110	NCYCYZXNIZJOKI-IOUUIBBYSA-N
map00830	C02588	VYGQUTWHTHXGQB-FFHKNEKCSA-N
map00830	C03455	VYGQUTWHTHXGQB-SXFSSFKVSA-N
map00830	C05914	
map00830	C05915	
map00830	C05916	
map00830	C05917	
map00830	C11061	MTGFYEHKPMOVNE-NEFMKCFNSA-N
map00830	C15492	OVBOQVAIYMSUDT-HRYGCDPONA-N
map00830	C15493	SHGAZHPCJJPHSC-ZVCIMWCZSA-N
map00830	C16677	KGUMXGDKXYTTEY-FRCNGJHJNA-N
map00830	C16678	GGCUJPCCTQNTJF-FRCNGJHJSA-N
map00830	C16679	XSJOIRFEYHJNAW-FCKHSPHMSA-N
map00830	C16680	KEEHJLBAOLGBJZ-WEDZBJJJNA-N
map00830	C16681	NCYCYZXNIZJOKI-MKOSUFFBSA-N
map00830	C16682	FPIPGXGPPPQFEQ-MKOSUFFBSA-N
map00830	C16683	PLIUCYCUYQIBDZ-RMWYGNQTSA-N
map00830	C21797	XWCYDHJOKKGVHC-OVSJKPMPSA-N
map00860	C00025	WHUUTDBJXJRKMK-VKHMYHEASA-N
map00860	C00032	KABFMIBPWCXCRK-RGGAHWMASA-L
map00860	C00037	DHMQDGOQFOQNFH-UHFFFAOYSA-N
map00860	C00188	AYFVYJQAPQTCCC-GBXIJSLDSA-N
map00860	C00194	ZIHHMGTYZOSFRC-QRVZQHAISA-L
map00860	C00430	ZGXJTSGNIOSYLO-UHFFFAOYSA-N
map00860	C00486	BPYKTIZUTYGOLE-IFADSCNNSA-N
map00860	C00500	QBUVFDKTZJNUPP-BBROENKCSA-N
map00860	C00524	
map00860	C00541	ASARMUCNOOHMLO-FSANSEACSA-L
map00860	C00748	DLKSSIHHLYNIKN-QIISWYHFSA-L
map00860	C00853	OMAOKVYASDIYQG-FSANSEACSA-M
map00860	C00931	QSHWIQZFGQKFMA-UHFFFAOYSA-N
map00860	C00992	YOZNUFWCRFCGIH-UVKKECPRSA-L
map00860	C01024	WDFJYRZCZIUBPR-UHFFFAOYSA-N
map00860	C01051	HUHWZXWWOFSFKF-UHFFFAOYSA-N
map00860	C01079	UHSGPDMIQQYNAX-UHFFFAOYSA-N
map00860	C01708	
map00860	C02139	ANWUQYTXRXCEMZ-NYABAGMLSA-L
map00860	C02191	KSFOVUSSGSKXFI-UJJXFSCMSA-N
map00860	C02463	CSWLXNNNLVVXKD-ZIBVGKFXSA-N
map00860	C02469	VZVFNUAIRVUCEW-UJJXFSCMSA-N
map00860	C02800	YHUFRVYVNKGICT-UHFFFAOYSA-N
map00860	C02823	RMRCNWBMXRMIRW-UVKKECPRSA-L
map00860	C02880	QBPCOMNNISRCTC-KKNVGXODSA-L
map00860	C02987	
map00860	C03029	
map00860	C03114	LJUQGASMPRMWIW-UHFFFAOYSA-N
map00860	C03179	
map00860	C03194	HXKKHQJGJAFBHI-GSVOUGTGSA-N
map00860	C03263	NIUVHXTXUXOFEB-UHFFFAOYSA-N
map00860	C03373	PDACUKOKVHBVHJ-XVFCMESISA-N
map00860	C03516	REJJDEGSUOCEEW-RGGAHWMASA-L
map00860	C03741	MPUUQNGXJSEWTF-BYPYZUCNSA-N
map00860	C04122	YBOLZUJJGUZUDC-GSVOUGTGSA-N
map00860	C04536	JHTBRMHXRULRGV-NCCDZXNNSA-M
map00860	C04778	ZMRGXEJKZPRBPJ-SYQHCUMBSA-N
map00860	C05306	ATNHDLDRLWWWCB-AENOIHSZSA-M
map00860	C05307	NSMUHPMZFPKNMZ-IOBBVUIDSA-M
map00860	C05766	QTTNOSKSLATGQB-UHFFFAOYSA-N
map00860	C05767	DAFUFNRZWDWXJP-JRHDEHKPSA-N
map00860	C05768	WIUGGJKHYQIGNH-UHFFFAOYSA-N
map00860	C05769	VORBHEGMEBOMMB-JRHDEHKPSA-N
map00860	C05770	JWFCYWSMNRLXLX-UJJXFSCMSA-N
map00860	C05772	AILJETHLKULYHE-IHDLTXBCSA-N
map00860	C05773	ZRAQEEAQQLYOBK-OKJGWHJPSA-M
map00860	C05774	XQRJFEVDQXEIAX-FGSUPGCXSA-M
map00860	C05775	HLRUKOJSWOKCPP-SYQHCUMBSA-N
map00860	C05777	XLFIRMYGVLUNOY-SXMZNAGASA-M
map00860	C05778	KWIZRXMMFRBUML-AHGFGAHVSA-N
map00860	C05779	
map00860	C05780	
map00860	C05781	
map00860	C05782	
map00860	C05783	
map00860	C05784	
map00860	C05785	
map00860	C05786	INPDFIMLLXXDOQ-AIKFXVFZSA-N
map00860	C05787	SCJLWMXOOYZBTH-BTVQFETGSA-N
map00860	C05789	VKGRRZVYCXLHII-UHFFFAOYNA-N
map00860	C05790	OBHRVMZSZIDDEK-UHFFFAOYNA-N
map00860	C05791	KSQFFJKKJAEKTB-UHFFFAOYNA-N
map00860	C05793	DEEUSUJLZQQESV-RWPZCVJINA-N
map00860	C05794	KDCCOOGTVSRCHX-RWPZCVJINA-N
map00860	C05795	DOKCNDVEPDZOJQ-RWPZCVJINA-N
map00860	C05797	CQIKWXUXPNUNDV-RCBXBCQGSA-N
map00860	C05798	KWOZSBGNAHVCKG-SZQBJALDSA-N
